filter,sparse_input,beta_scaling,beta,dim,mse
FullSF,false,false,0.1,8,0.20428537875623354
FullSF,false,true,0.1,8,0.20459992333197485
BlockSF,false,true,0.07071067811865475,16,0.3121654181704982
DiagSF,false,false,0.1,128,2.912241589599679e17
BlockSF,false,false,0.1,32,0.3532663809178352
FullSF,false,false,0.1,16,0.20908682755953792
DiagSF,false,true,0.035355339059327376,64,0.7625684259465331
FullSF,false,true,0.07071067811865475,16,0.2852554183638479
BlockSF,false,true,0.05,32,0.47838644358690385
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.24637606430352507
FullSF,false,false,0.1,32,0.2396660665436902
DiagSF,false,true,0.025,128,0.9178722559975186
FullSF,false,true,0.05,32,0.5250577671601889
BlockSF,false,true,0.035355339059327376,64,0.6515665580361102
DiagSF,false,true,0.017677669529663688,256,1.3444441478991089e56
BlockSF,false,false,0.1,128,0.3649973704344217
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.29650227735447315
BlockSF,false,true,0.025,128,0.8093822678890921
FullSF,false,true,0.035355339059327376,64,0.5908823634790361
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,3.830906681141142e47
DiagSF,false,true,0.0125,512,5.986583833385883e27
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8956352726983906
DiagSF,false,true,0.008838834764831844,1024,3.585727854358837e89
FullSF,false,true,0.025,128,0.7207915125525097
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,2.885180988681314e89
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8619962510828267
DiagSF,false,false,0.1,8,0.28215588117547064
DiagSF,false,false,0.1,16,0.4432982062549609
DiagSF,false,true,0.1,8,0.3104833814474449
DiagSF,false,false,0.1,32,0.38512647340099904
DiagSF,false,true,0.07071067811865475,16,0.4479712673647238
BlockSF,false,false,0.1,8,0.2363068886748118
BlockSF,false,true,0.1,8,0.17888348389820288
DiagSF,false,false,0.1,64,0.4239941084207705
DiagSF,false,true,0.05,32,0.6989369124141513
BlockSF,false,false,0.1,16,0.2401317092576257
FullSF,false,false,0.1,8,0.18167909523366538
FullSF,false,true,0.1,8,0.1792218964759437
BlockSF,false,true,0.07071067811865475,16,0.36505180437946383
DiagSF,false,false,0.1,128,6.824419245777733e146
BlockSF,false,false,0.1,32,0.22773058690408168
FullSF,false,false,0.1,16,0.19576236608139697
DiagSF,false,true,0.035355339059327376,64,0.8332381265677657
FullSF,false,true,0.07071067811865475,16,0.29298272979426176
BlockSF,false,true,0.05,32,0.5277899482168701
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3371061235509784
FullSF,false,false,0.1,32,0.14885231534700077
DiagSF,false,true,0.025,128,0.9220855900948814
FullSF,false,true,0.05,32,0.49688424388512736
BlockSF,false,true,0.035355339059327376,64,0.694758300564294
DiagSF,false,true,0.017677669529663688,256,0.9574843589696627
BlockSF,false,false,0.1,128,0.37450605399504217
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.2502629510858109
BlockSF,false,true,0.025,128,0.8470211008790804
FullSF,false,true,0.035355339059327376,64,0.6410722066148133
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,5.5509559657066315e42
FullSF,false,false,0.1,128,0.27523869035260823
BlockSF,false,true,0.017677669529663688,256,0.8699503710832484
FullSF,false,true,0.025,128,0.7416292244977588
BlockSF,false,false,0.1,512,1.9670895983437335e52
DiagSF,false,true,0.008838834764831844,1024,1.0813568440529896e114
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8427526079035483
DiagSF,false,false,0.1,8,0.291056860256673
DiagSF,false,false,0.1,16,0.3142581996892095
DiagSF,false,true,0.1,8,0.22235566383465108
DiagSF,false,false,0.1,32,0.3977346909622183
DiagSF,false,true,0.07071067811865475,16,0.42852025197353555
BlockSF,false,false,0.1,8,0.1511679459903365
BlockSF,false,true,0.1,8,0.20215188976678372
DiagSF,false,false,0.1,64,0.49161600953726003
DiagSF,false,true,0.05,32,0.654433525111474
BlockSF,false,false,0.1,16,0.20113342369762696
FullSF,false,false,0.1,8,0.15906870713907645
FullSF,false,true,0.1,8,0.21134725382591185
BlockSF,false,true,0.07071067811865475,16,0.3544660612567003
DiagSF,false,false,0.1,128,1.0238538402892352e77
BlockSF,false,false,0.1,32,0.2967169545506277
FullSF,false,false,0.1,16,0.18853292558730916
DiagSF,false,true,0.035355339059327376,64,0.7735095660826193
FullSF,false,true,0.07071067811865475,16,0.3498701803427588
BlockSF,false,true,0.05,32,0.5222398103880672
BlockSF,false,false,0.1,64,0.4328714868533415
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.24512035207985636
DiagSF,false,true,0.025,128,0.8543003217034857
FullSF,false,true,0.05,32,0.4438340988849265
BlockSF,false,true,0.035355339059327376,64,0.6349939936369485
BlockSF,false,false,0.1,128,0.3584696482264236
DiagSF,false,true,0.017677669529663688,256,2.3123476448476917e32
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.19311741099213087
BlockSF,false,true,0.025,128,0.8010692626364748
FullSF,false,true,0.035355339059327376,64,0.6728868706731983
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.023956188247548e34
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8702706271430268
DiagSF,false,true,0.008838834764831844,1024,1.3557971396714983e27
FullSF,false,true,0.025,128,0.7551473117901459
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,2.5571087422700784e209
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.86757530586194
DiagSF,false,false,0.1,8,0.34587365474512133
DiagSF,false,false,0.1,16,0.25620070774039627
DiagSF,false,true,0.1,8,0.2734995924602616
DiagSF,false,false,0.1,32,0.4055513637974974
DiagSF,false,true,0.07071067811865475,16,0.5162046371413977
BlockSF,false,false,0.1,8,0.17766021418330552
BlockSF,false,true,0.1,8,0.222282875346907
DiagSF,false,false,0.1,64,0.4757830401323834
DiagSF,false,true,0.05,32,0.6014244371570697
BlockSF,false,false,0.1,16,0.32327636285210337
FullSF,false,false,0.1,8,0.18973156360366153
FullSF,false,true,0.1,8,0.1894273072760485
BlockSF,false,true,0.07071067811865475,16,0.35082323656514264
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.3144955665058244
DiagSF,false,true,0.035355339059327376,64,0.7942199109270875
FullSF,false,false,0.1,16,0.2930471352802205
FullSF,false,true,0.07071067811865475,16,0.2942058116240133
BlockSF,false,true,0.05,32,0.5326360457383919
BlockSF,false,false,0.1,64,0.28978457630500093
DiagSF,false,false,0.1,256,9.384021924162969e88
FullSF,false,false,0.1,32,0.22328440134632177
DiagSF,false,true,0.025,128,0.900827793587664
FullSF,false,true,0.05,32,0.42371528147981274
BlockSF,false,true,0.035355339059327376,64,0.6385721348937892
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,4.974523626914446e37
DiagSF,false,true,0.017677669529663688,256,0.9896536868464608
FullSF,false,false,0.1,64,0.4542278550399534
BlockSF,false,true,0.025,128,0.7751857265136919
FullSF,false,true,0.035355339059327376,64,0.6675936051599879
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,2.928376689290534e38
DiagSF,false,true,0.0125,512,1.8088615781858173e42
FullSF,false,false,0.1,128,0.23641661916511897
BlockSF,false,true,0.017677669529663688,256,0.8823675895535908
BlockSF,false,false,0.1,512,NaN
DiagSF,false,true,0.008838834764831844,1024,1.687676231727463e19
FullSF,false,true,0.025,128,0.7463357369478553
BlockSF,false,true,0.0125,512,1.713765157925179e19
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8601552091391007
DiagSF,false,false,0.1,8,0.2552221531259022
DiagSF,false,false,0.1,16,0.31847247363509124
DiagSF,false,true,0.1,8,0.25040277560020985
DiagSF,false,false,0.1,32,0.4035835059649712
DiagSF,false,true,0.07071067811865475,16,0.42670659637359226
BlockSF,false,false,0.1,8,0.15492049996345286
BlockSF,false,true,0.1,8,0.2299734296306546
DiagSF,false,false,0.1,64,0.6431056439949303
DiagSF,false,true,0.05,32,0.641931869127401
BlockSF,false,false,0.1,16,0.2127706950099032
FullSF,false,false,0.1,8,0.19966486875984069
FullSF,false,true,0.1,8,0.1980078931060176
BlockSF,false,true,0.07071067811865475,16,0.40331430667442814
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.22181312633544137
DiagSF,false,true,0.035355339059327376,64,0.7554088088814985
FullSF,false,false,0.1,16,0.16148824056611263
FullSF,false,true,0.07071067811865475,16,0.3429197984341769
BlockSF,false,true,0.05,32,0.5152407744159141
DiagSF,false,false,0.1,256,3.3290001921979405e96
BlockSF,false,false,0.1,64,0.33456171111292937
FullSF,false,false,0.1,32,0.24206517273591568
DiagSF,false,true,0.025,128,0.8363652581940577
FullSF,false,true,0.05,32,0.4531198586088525
BlockSF,false,true,0.035355339059327376,64,0.7260004181294688
DiagSF,false,true,0.017677669529663688,256,0.940321052972066
BlockSF,false,false,0.1,128,0.3493450219108897
DiagSF,false,false,0.1,512,3.522056605837613e104
FullSF,false,false,0.1,64,0.4999119935583432
BlockSF,false,true,0.025,128,0.8198504169132418
FullSF,false,true,0.035355339059327376,64,0.619481445323286
BlockSF,false,false,0.1,256,Inf
DiagSF,false,true,0.0125,512,5.7480346005729935e32
FullSF,false,false,0.1,128,0.30643767628998875
BlockSF,false,true,0.017677669529663688,256,0.9059362378274844
FullSF,false,true,0.025,128,0.7849933399887263
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8425542509211849
DiagSF,false,false,0.1,8,0.28724324995570055
DiagSF,false,false,0.1,16,0.27420984719426417
DiagSF,false,true,0.1,8,0.26097706329425946
DiagSF,false,false,0.1,32,0.42118742279573157
DiagSF,false,true,0.07071067811865475,16,0.42004138818824416
BlockSF,false,false,0.1,8,0.17595281670907775
BlockSF,false,true,0.1,8,0.2054070297955838
DiagSF,false,false,0.1,64,0.5024861139218283
DiagSF,false,true,0.05,32,0.5957030603944083
BlockSF,false,false,0.1,16,0.22531937159407742
FullSF,false,false,0.1,8,0.24126351815659572
FullSF,false,true,0.1,8,0.19663885202241735
BlockSF,false,true,0.07071067811865475,16,0.32540363755551044
DiagSF,false,false,0.1,128,6.444846099894731e73
BlockSF,false,false,0.1,32,0.2519380476753539
FullSF,false,false,0.1,16,0.22368069530745188
DiagSF,false,true,0.035355339059327376,64,0.7807345195252536
FullSF,false,true,0.07071067811865475,16,0.2941670871496978
BlockSF,false,true,0.05,32,0.5042709078012122
BlockSF,false,false,0.1,64,0.3313211632098003
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.19231762086114304
DiagSF,false,true,0.025,128,0.8646439220892704
FullSF,false,true,0.05,32,0.5443664558508807
BlockSF,false,true,0.035355339059327376,64,0.681842328260452
BlockSF,false,false,0.1,128,0.3764192495268751
DiagSF,false,true,0.017677669529663688,256,5.199757014442339e21
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.23859612734747213
BlockSF,false,true,0.025,128,0.7887356516777446
FullSF,false,true,0.035355339059327376,64,0.645327515702456
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.2417593161040153e31
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8855617450897627
DiagSF,false,true,0.008838834764831844,1024,6.9531645561195e35
FullSF,false,true,0.025,128,0.7309271635698842
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.851170804136048
DiagSF,false,false,0.1,8,0.2848250133250805
DiagSF,false,false,0.1,16,0.3278439888655985
DiagSF,false,true,0.1,8,0.3529131645144385
DiagSF,false,false,0.1,32,0.4533088468057539
DiagSF,false,true,0.07071067811865475,16,0.47971943884444285
BlockSF,false,false,0.1,8,0.19755518247977544
BlockSF,false,true,0.1,8,0.2102717378598864
DiagSF,false,false,0.1,64,0.4590505942968353
BlockSF,false,false,0.1,16,0.27541968480482387
DiagSF,false,true,0.05,32,0.6021231471419486
FullSF,false,false,0.1,8,0.17285838829316244
FullSF,false,true,0.1,8,0.21428975724344065
BlockSF,false,true,0.07071067811865475,16,0.3461310359926304
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.37701857865914673
FullSF,false,false,0.1,16,0.1967393605121259
DiagSF,false,true,0.035355339059327376,64,0.7970725458496314
FullSF,false,true,0.07071067811865475,16,0.32611437095356044
BlockSF,false,true,0.05,32,0.4917031018851668
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3640536969445692
FullSF,false,false,0.1,32,0.16409525839842337
DiagSF,false,true,0.025,128,0.8849052023994571
FullSF,false,true,0.05,32,0.44036525687587463
BlockSF,false,true,0.035355339059327376,64,0.6665582860847582
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,2.8295369909157825e15
FullSF,false,false,0.1,64,0.23395761142150434
BlockSF,false,true,0.025,128,0.8062388302851863
FullSF,false,true,0.035355339059327376,64,0.6126260646953402
DiagSF,false,false,0.1,1024,Inf
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,4.479291092951751e45
FullSF,false,false,0.1,128,0.3888584142354717
BlockSF,false,true,0.017677669529663688,256,0.8787222155881339
DiagSF,false,true,0.008838834764831844,1024,2.027422261017164e33
FullSF,false,true,0.025,128,0.7626460736423109
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8458045106174124
DiagSF,false,false,0.1,8,0.3334865074717886
DiagSF,false,false,0.1,16,0.333753657229955
DiagSF,false,true,0.1,8,0.19222430359356413
DiagSF,false,false,0.1,32,0.44608414690386494
DiagSF,false,true,0.07071067811865475,16,0.47230104889477564
BlockSF,false,false,0.1,8,0.21885645372152976
BlockSF,false,true,0.1,8,0.20586849250039113
DiagSF,false,false,0.1,64,0.47518040577555776
DiagSF,false,true,0.05,32,0.6389447769423862
BlockSF,false,false,0.1,16,0.26092912471883906
FullSF,false,false,0.1,8,0.2417574245140941
FullSF,false,true,0.1,8,0.2030756643437661
BlockSF,false,true,0.07071067811865475,16,0.2980565057269311
DiagSF,false,false,0.1,128,Inf
BlockSF,false,false,0.1,32,0.3136290074327732
DiagSF,false,true,0.035355339059327376,64,0.827255894475116
FullSF,false,false,0.1,16,0.1913869114311847
FullSF,false,true,0.07071067811865475,16,0.33362626764932674
BlockSF,false,true,0.05,32,0.5588155931723434
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.42363630052126267
FullSF,false,false,0.1,32,0.24253894511086285
DiagSF,false,true,0.025,128,0.8827695823585429
FullSF,false,true,0.05,32,0.4913619210252125
BlockSF,false,true,0.035355339059327376,64,0.7187484019197966
DiagSF,false,true,0.017677669529663688,256,0.9361771532147798
BlockSF,false,false,0.1,128,0.40699948492689136
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.29947139006947077
BlockSF,false,true,0.025,128,0.8323687530855939
FullSF,false,true,0.035355339059327376,64,0.6389544464556746
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,7.444581286666986e21
FullSF,false,false,0.1,128,0.24357185166382114
BlockSF,false,true,0.017677669529663688,256,0.8845492844111182
DiagSF,false,true,0.008838834764831844,1024,6.139971037813508e45
FullSF,false,true,0.025,128,0.7516583661229566
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8833886473354823
DiagSF,false,false,0.1,8,0.28923901188395656
DiagSF,false,false,0.1,16,0.37700781099313974
DiagSF,false,true,0.1,8,0.30416378476706646
DiagSF,false,false,0.1,32,0.3738742796864189
DiagSF,false,true,0.07071067811865475,16,0.3934584202075049
BlockSF,false,false,0.1,8,0.20919780615289432
BlockSF,false,true,0.1,8,0.20575111399106294
DiagSF,false,false,0.1,64,0.6229825114223854
BlockSF,false,false,0.1,16,0.23208594704736854
DiagSF,false,true,0.05,32,0.6623273000006346
FullSF,false,false,0.1,8,0.1930931170908754
FullSF,false,true,0.1,8,0.17536867545919121
BlockSF,false,true,0.07071067811865475,16,0.3079861352925647
DiagSF,false,false,0.1,128,3.058998404496863e76
FullSF,false,false,0.1,16,0.21966740962464246
BlockSF,false,false,0.1,32,0.2746954599764802
DiagSF,false,true,0.035355339059327376,64,0.779035874643633
FullSF,false,true,0.07071067811865475,16,0.3047841056009095
BlockSF,false,true,0.05,32,0.5062585988462142
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.36644916806774636
DiagSF,false,true,0.025,128,0.8899042233222109
FullSF,false,false,0.1,32,0.3378260616009076
FullSF,false,true,0.05,32,0.5623987759575694
BlockSF,false,true,0.035355339059327376,64,0.6798453628761932
DiagSF,false,false,0.1,512,NaN
BlockSF,false,false,0.1,128,1.9982123181843415e121
DiagSF,false,true,0.017677669529663688,256,8.007763758110323e54
FullSF,false,false,0.1,64,0.1754057400682177
BlockSF,false,true,0.025,128,0.8009126918634417
FullSF,false,true,0.035355339059327376,64,0.7046588052118851
DiagSF,false,true,0.0125,512,1.6947527292331339e75
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8867281741960772
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7648838982579734
DiagSF,false,true,0.008838834764831844,1024,3.5466792626089957e101
BlockSF,false,true,0.0125,512,0.9404911728286259
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,Inf
FullSF,false,true,0.017677669529663688,256,0.8522892562879726
BlockSF,false,true,0.008838834764831844,1024,1.3852682999122413e37
DiagSF,false,false,0.1,8,0.2890835948853411
DiagSF,false,false,0.1,16,0.2931391230692196
DiagSF,false,true,0.1,8,0.26284162993972654
DiagSF,false,false,0.1,32,0.40229516959975065
DiagSF,false,true,0.07071067811865475,16,0.4560898853666982
BlockSF,false,false,0.1,8,0.22658791903735104
BlockSF,false,true,0.1,8,0.22317461627749346
DiagSF,false,false,0.1,64,0.4749854489396355
DiagSF,false,true,0.05,32,0.654433200356722
BlockSF,false,false,0.1,16,0.24760725097842037
FullSF,false,false,0.1,8,0.19089266469110347
FullSF,false,true,0.1,8,0.24433298706854192
BlockSF,false,true,0.07071067811865475,16,0.41169050206342045
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.3020851083770202
DiagSF,false,true,0.035355339059327376,64,0.7455339873630805
FullSF,false,false,0.1,16,0.23078969655533615
FullSF,false,true,0.07071067811865475,16,0.31880268765893816
BlockSF,false,true,0.05,32,0.526871433101215
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3523452695067969
FullSF,false,false,0.1,32,0.14317862782139512
